docId,filename,0 man jack men,1 fo faid fee,2 king george great,3 air murder na,4 men king scotland,5 1 ft ii,6 time man 1,7 ye wi ll,8 thou thy thee,9 er wi ye,10 dream good great,11 tom man wife,12 mr time man,13 god lord 1,14 love ll dear
0,104186076.txt,0.1740914154654532,2.6389360210236744E-4,1.2402919044080706E-5,6.9066549930940715E-6,0.07034774184236114,7.324412416075457E-5,0.6005797884217352,2.305839105940162E-5,0.01825863352493927,4.125477573210407E-5,0.052112907272500245,0.041699053275957826,0.026775521462911116,1.3848631106149017E-5,0.01570032963594387
1,104184661.txt,0.018248153291493787,1.8724023153042908E-4,8.57538675403021E-5,4.775266010520461E-5,1.0015228002529775E-4,0.18716111241150638,1.6432683602085547E-4,0.2866907667152227,0.001803849696401013,0.4751086006251202,9.81706703152467E-5,1.388782405721492E-4,1.0875938926465403E-4,9.574953067664986E-5,0.029960733554205053
2,104185219.txt,0.5005431376850337,8.08321870832756E-5,0.033965193762871694,2.061497106577053E-5,0.06860642010411576,0.02566474909126647,0.0785298417447273,0.03470383514508202,0.05096415087372706,0.0015368110764439483,4.238058201569245E-5,0.002180465013067265,0.021958897184394997,4.133536854515693E-5,0.18116133521056005
3,104184107.txt,0.011537169073087904,7.271172440077954E-5,3.330113155664454E-5,1.8543975472544003E-5,0.2435608534560427,1.966563037104206E-4,0.3955485648528638,6.191046732020361E-5,0.00451546138539343,0.0045615597439444275,0.21049705006948685,0.022943723797689365,4.223495492165878E-5,0.0979546292188088,0.00845562984530055
4,104186710.txt,0.0021780595090572083,0.11243741635408384,0.011511811606583605,5.547296368545008E-5,1.1634417392912616E-4,0.06525738063055352,1.9089400647098813E-4,0.007793329810161163,1.9345074678661398E-4,0.28944025711637783,1.1404219194022297E-4,0.08385075135737578,1.2634281813490674E-4,1.1122962001326873E-4,0.42662321709484646
5,104186704.txt,0.04066266422793749,0.15899929664474155,2.561407558049217E-5,0.057722932854630454,2.9914779866003876E-5,0.3855277997155376,4.908326724463099E-5,4.761938453850758E-5,0.052867844926646146,8.51979231584745E-5,2.9322887018017398E-5,0.023516194956685978,3.248566270674354E-5,2.8599709679516608E-5,0.2803754289840285
6,104184113.txt,0.1394963274569337,4.429455295806099E-5,4.0762005218330887E-4,1.1296625274544835E-5,2.3692560275061198E-5,0.012127142538069397,0.5295239839149617,0.12088581579666198,3.9394696990065926E-5,0.02020882710356373,0.05541193681042353,0.06355557362013009,0.051541105158993905,2.2651022286185877E-5,0.0067003380902948715
7,104184675.txt,0.7207577355638913,1.6579491848195833E-4,7.593216138512676E-5,4.2283372140310654E-5,8.86814706799698E-5,0.0801870483757419,1.455058785165423E-4,1.4116624199360974E-4,0.013195595646858599,2.525666964094516E-4,8.692682202537456E-5,0.0030225588786745717,9.630277601077674E-5,8.478298442309426E-5,0.1816571182127674
8,104186062.txt,0.14120859068936265,2.764429062794131E-5,1.2660766424916746E-5,7.050239168236888E-6,0.05706435546333612,0.0017669150447584344,0.5320840120105388,2.353775770848068E-5,2.458628386709742E-5,0.013821033734724514,1.449399265933642E-5,0.07133246521977199,0.15279286896124675,1.4136533756016687E-5,0.029805649012048657
9,104184885.txt,2.578789486024235E-4,0.2436490826040968,9.306823543682643E-5,5.1825718662977455E-5,1.0869475913198611E-4,0.12671498338492806,1.7834307771821657E-4,1.7302408894904334E-4,0.005511663214921621,0.06428074293762454,1.0654412821201907E-4,0.003704678178662457,1.1803601092733427E-4,1.0391647770046093E-4,0.5549475182344253
10,104185543.txt,0.004885600765297203,1.7764194851326216E-4,8.135796456720255E-5,4.5304769805315486E-5,9.501828761009856E-5,0.039315195213563255,1.5590313633541994E-4,0.13374277405625556,1.57991226167941E-4,0.8204604152796201,9.313825890468083E-5,1.3175908328932423E-4,1.0318418039846157E-4,9.084123139351189E-5,4.638745982786964E-4
11,104185225.txt,0.0012870047450135784,4.6795888905613086E-5,2.14319776569518E-5,1.193455145278166E-5,2.5030491211211896E-5,0.015676414553047253,0.556971233249626,0.001676670749651347,0.033596559413465586,7.128736619102441E-5,0.11951285844292431,0.009446460536110575,0.14897837903611552,0.03235125045598301,0.08032668854264517
